No,code,assay_code,assay type,species,ind,trt,spore_type,spore type,leaf,rep,tubes
293,L_QUPA3S_5T,L,leaf disc,QUPA,3,T,S,sporangia,5,5,.2 ml
294,L_QUPA3S_6T,L,leaf disc,QUPA,3,T,S,sporangia,6,6,.2 ml
295,L_QUPA3S_1W,L,leaf disc,QUPA,3,W,S,sporangia,7,1,.2 ml
296,L_QUPA3S_2W,L,leaf disc,QUPA,3,W,S,sporangia,8,2,.2 ml
297,L_QUPA3S_3W,L,leaf disc,QUPA,3,W,S,sporangia,9,3,.2 ml
298,L_QUPA3S_4W,L,leaf disc,QUPA,3,W,S,sporangia,10,4,.2 ml
299,L_QUPA3S_5W,L,leaf disc,QUPA,3,W,S,sporangia,11,5,.2 ml
300,L_QUPA3S_6W,L,leaf disc,QUPA,3,W,S,sporangia,12,6,.2 ml
301,L_RHCA1S_1T,L,leaf disc,RHCA,1,T,S,sporangia,1,1,.2 ml
302,L_RHCA1S_2T,L,leaf disc,RHCA,1,T,S,sporangia,2,2,.2 ml
303,L_RHCA1S_3T,L,leaf disc,RHCA,1,T,S,sporangia,3,3,.2 ml
304,L_RHCA1S_4T,L,leaf disc,RHCA,1,T,S,sporangia,4,4,.2 ml
305,L_RHCA1S_5T,L,leaf disc,RHCA,1,T,S,sporangia,5,5,.2 ml
306,L_RHCA1S_6T,L,leaf disc,RHCA,1,T,S,sporangia,6,6,.2 ml
307,L_RHCA1S_1W,L,leaf disc,RHCA,1,W,S,sporangia,1,1,.2 ml
308,L_RHCA1S_2W,L,leaf disc,RHCA,1,W,S,sporangia,2,2,.2 ml
309,L_RHCA1S_3W,L,leaf disc,RHCA,1,W,S,sporangia,3,3,.2 ml
310,L_RHCA1S_4W,L,leaf disc,RHCA,1,W,S,sporangia,4,4,.2 ml
311,L_RHCA1S_5W,L,leaf disc,RHCA,1,W,S,sporangia,5,5,.2 ml
312,L_RHCA1S_6W,L,leaf disc,RHCA,1,W,S,sporangia,6,6,.2 ml
313,L_RHCA2S_1T,L,leaf disc,RHCA,2,T,S,sporangia,1,1,.2 ml
314,L_RHCA2S_2T,L,leaf disc,RHCA,2,T,S,sporangia,2,2,.2 ml
315,L_RHCA2S_3T,L,leaf disc,RHCA,2,T,S,sporangia,3,3,.2 ml
316,L_RHCA2S_4T,L,leaf disc,RHCA,2,T,S,sporangia,4,4,.2 ml
317,L_RHCA2S_5T,L,leaf disc,RHCA,2,T,S,sporangia,5,5,.2 ml
318,L_RHCA2S_6T,L,leaf disc,RHCA,2,T,S,sporangia,6,6,.2 ml
319,L_RHCA2S_1W,L,leaf disc,RHCA,2,W,S,sporangia,1,1,.2 ml
320,L_RHCA2S_2W,L,leaf disc,RHCA,2,W,S,sporangia,2,2,.2 ml
321,L_RHCA2S_3W,L,leaf disc,RHCA,2,W,S,sporangia,3,3,.2 ml
322,L_RHCA2S_4W,L,leaf disc,RHCA,2,W,S,sporangia,4,4,.2 ml
323,L_RHCA2S_5W,L,leaf disc,RHCA,2,W,S,sporangia,5,5,.2 ml
324,L_RHCA2S_6W,L,leaf disc,RHCA,2,W,S,sporangia,6,6,.2 ml
325,L_RHCA3S_1T,L,leaf disc,RHCA,3,T,S,sporangia,1,1,.2 ml
326,L_RHCA3S_2T,L,leaf disc,RHCA,3,T,S,sporangia,2,2,.2 ml
327,L_RHCA3S_3T,L,leaf disc,RHCA,3,T,S,sporangia,3,3,.2 ml
328,L_RHCA3S_4T,L,leaf disc,RHCA,3,T,S,sporangia,4,4,.2 ml
329,L_RHCA3S_5T,L,leaf disc,RHCA,3,T,S,sporangia,5,5,.2 ml
330,L_RHCA3S_6T,L,leaf disc,RHCA,3,T,S,sporangia,6,6,.2 ml
331,L_RHCA3S_1W,L,leaf disc,RHCA,3,W,S,sporangia,1,1,.2 ml
332,L_RHCA3S_2W,L,leaf disc,RHCA,3,W,S,sporangia,2,2,.2 ml
333,L_RHCA3S_3W,L,leaf disc,RHCA,3,W,S,sporangia,3,3,.2 ml
334,L_RHCA3S_4W,L,leaf disc,RHCA,3,W,S,sporangia,4,4,.2 ml
335,L_RHCA3S_5W,L,leaf disc,RHCA,3,W,S,sporangia,5,5,.2 ml
336,L_RHCA3S_6W,L,leaf disc,RHCA,3,W,S,sporangia,6,6,.2 ml
337,L_TODI1S_1T,L,leaf disc,TODI,1,T,S,sporangia,1,1,.2 ml
338,L_TODI1S_2T,L,leaf disc,TODI,1,T,S,sporangia,2,2,.2 ml
339,L_TODI1S_3T,L,leaf disc,TODI,1,T,S,sporangia,3,3,.2 ml
340,L_TODI1S_4T,L,leaf disc,TODI,1,T,S,sporangia,4,4,.2 ml
341,L_TODI1S_5T,L,leaf disc,TODI,1,T,S,sporangia,5,5,.2 ml
342,L_TODI1S_6T,L,leaf disc,TODI,1,T,S,sporangia,6,6,.2 ml
343,L_TODI1S_1W,L,leaf disc,TODI,1,W,S,sporangia,1,1,.2 ml
344,L_TODI1S_2W,L,leaf disc,TODI,1,W,S,sporangia,2,2,.2 ml
345,L_TODI1S_3W,L,leaf disc,TODI,1,W,S,sporangia,3,3,.2 ml
346,L_TODI1S_4W,L,leaf disc,TODI,1,W,S,sporangia,4,4,.2 ml
347,L_TODI1S_5W,L,leaf disc,TODI,1,W,S,sporangia,5,5,.2 ml
348,L_TODI1S_6W,L,leaf disc,TODI,1,W,S,sporangia,6,6,.2 ml
349,L_TODI2S_1T,L,leaf disc,TODI,2,T,S,sporangia,1,1,.2 ml
350,L_TODI2S_2T,L,leaf disc,TODI,2,T,S,sporangia,2,2,.2 ml
351,L_TODI2S_3T,L,leaf disc,TODI,2,T,S,sporangia,3,3,.2 ml
352,L_TODI2S_4T,L,leaf disc,TODI,2,T,S,sporangia,4,4,.2 ml
353,L_TODI2S_5T,L,leaf disc,TODI,2,T,S,sporangia,5,5,.2 ml
354,L_TODI2S_6T,L,leaf disc,TODI,2,T,S,sporangia,6,6,.2 ml
355,L_TODI2S_1W,L,leaf disc,TODI,2,W,S,sporangia,1,1,.2 ml
356,L_TODI2S_2W,L,leaf disc,TODI,2,W,S,sporangia,2,2,.2 ml
357,L_TODI2S_3W,L,leaf disc,TODI,2,W,S,sporangia,3,3,.2 ml
358,L_TODI2S_4W,L,leaf disc,TODI,2,W,S,sporangia,4,4,.2 ml
359,L_TODI2S_5W,L,leaf disc,TODI,2,W,S,sporangia,5,5,.2 ml
360,L_TODI2S_6W,L,leaf disc,TODI,2,W,S,sporangia,6,6,.2 ml
361,L_TODI3S_1T,L,leaf disc,TODI,3,T,S,sporangia,1,1,.2 ml
362,L_TODI3S_2T,L,leaf disc,TODI,3,T,S,sporangia,2,2,.2 ml
363,L_TODI3S_3T,L,leaf disc,TODI,3,T,S,sporangia,3,3,.2 ml
364,L_TODI3S_4T,L,leaf disc,TODI,3,T,S,sporangia,4,4,.2 ml
365,L_TODI3S_5T,L,leaf disc,TODI,3,T,S,sporangia,5,5,.2 ml
366,L_TODI3S_6T,L,leaf disc,TODI,3,T,S,sporangia,6,6,.2 ml
367,L_TODI3S_1W,L,leaf disc,TODI,3,W,S,sporangia,1,1,.2 ml
368,L_TODI3S_2W,L,leaf disc,TODI,3,W,S,sporangia,2,2,.2 ml
369,L_TODI3S_3W,L,leaf disc,TODI,3,W,S,sporangia,3,3,.2 ml
370,L_TODI3S_4W,L,leaf disc,TODI,3,W,S,sporangia,4,4,.2 ml
371,L_TODI3S_5W,L,leaf disc,TODI,3,W,S,sporangia,5,5,.2 ml
372,L_TODI3S_6W,L,leaf disc,TODI,3,W,S,sporangia,6,6,.2 ml
373,L_UMCA1S_1T,L,leaf disc,UMCA,1,T,S,sporangia,1,1,.2 ml
374,L_UMCA1S_2T,L,leaf disc,UMCA,1,T,S,sporangia,2,2,.2 ml
375,L_UMCA1S_3T,L,leaf disc,UMCA,1,T,S,sporangia,3,3,.2 ml
376,L_UMCA1S_4T,L,leaf disc,UMCA,1,T,S,sporangia,4,4,.2 ml
377,L_UMCA1S_5T,L,leaf disc,UMCA,1,T,S,sporangia,5,5,.2 ml
378,L_UMCA1S_6T,L,leaf disc,UMCA,1,T,S,sporangia,6,6,.2 ml
379,L_UMCA1S_1W,L,leaf disc,UMCA,1,W,S,sporangia,1,1,.2 ml
380,L_UMCA1S_2W,L,leaf disc,UMCA,1,W,S,sporangia,2,2,.2 ml
381,L_UMCA1S_3W,L,leaf disc,UMCA,1,W,S,sporangia,3,3,.2 ml
382,L_UMCA1S_4W,L,leaf disc,UMCA,1,W,S,sporangia,4,4,.2 ml
383,L_UMCA1S_5W,L,leaf disc,UMCA,1,W,S,sporangia,5,5,.2 ml
384,L_UMCA1S_6W,L,leaf disc,UMCA,1,W,S,sporangia,6,6,.2 ml
385,L_UMCA2S_1T,L,leaf disc,UMCA,2,T,S,sporangia,1,1,.2 ml
386,L_UMCA2S_2T,L,leaf disc,UMCA,2,T,S,sporangia,2,2,.2 ml
387,L_UMCA2S_3T,L,leaf disc,UMCA,2,T,S,sporangia,3,3,.2 ml
388,L_UMCA2S_4T,L,leaf disc,UMCA,2,T,S,sporangia,4,4,.2 ml
389,L_UMCA2S_5T,L,leaf disc,UMCA,2,T,S,sporangia,5,5,.2 ml
390,L_UMCA2S_6T,L,leaf disc,UMCA,2,T,S,sporangia,6,6,.2 ml
391,L_UMCA2S_1W,L,leaf disc,UMCA,2,W,S,sporangia,1,1,.2 ml
392,L_UMCA2S_2W,L,leaf disc,UMCA,2,W,S,sporangia,2,2,.2 ml
393,L_UMCA2S_3W,L,leaf disc,UMCA,2,W,S,sporangia,3,3,.2 ml
394,L_UMCA2S_4W,L,leaf disc,UMCA,2,W,S,sporangia,4,4,.2 ml
395,L_UMCA2S_5W,L,leaf disc,UMCA,2,W,S,sporangia,5,5,.2 ml
396,L_UMCA2S_6W,L,leaf disc,UMCA,2,W,S,sporangia,6,6,.2 ml
397,L_UMCA3S_1T,L,leaf disc,UMCA,3,T,S,sporangia,1,1,.2 ml
398,L_UMCA3S_2T,L,leaf disc,UMCA,3,T,S,sporangia,2,2,.2 ml
399,L_UMCA3S_3T,L,leaf disc,UMCA,3,T,S,sporangia,3,3,.2 ml
400,L_UMCA3S_4T,L,leaf disc,UMCA,3,T,S,sporangia,4,4,.2 ml
401,L_UMCA3S_5T,L,leaf disc,UMCA,3,T,S,sporangia,5,5,.2 ml
402,L_UMCA3S_6T,L,leaf disc,UMCA,3,T,S,sporangia,6,6,.2 ml
403,L_UMCA3S_1W,L,leaf disc,UMCA,3,W,S,sporangia,1,1,.2 ml
404,L_UMCA3S_2W,L,leaf disc,UMCA,3,W,S,sporangia,2,2,.2 ml
405,L_UMCA3S_3W,L,leaf disc,UMCA,3,W,S,sporangia,3,3,.2 ml
406,L_UMCA3S_4W,L,leaf disc,UMCA,3,W,S,sporangia,4,4,.2 ml
407,L_UMCA3S_5W,L,leaf disc,UMCA,3,W,S,sporangia,5,5,.2 ml
408,L_UMCA3S_6W,L,leaf disc,UMCA,3,W,S,sporangia,6,6,.2 ml
409,L_VAOV1S_1T,L,leaf disc,VAOV,1,T,S,sporangia,1,1,.2 ml
410,L_VAOV1S_2T,L,leaf disc,VAOV,1,T,S,sporangia,2,2,.2 ml
411,L_VAOV1S_3T,L,leaf disc,VAOV,1,T,S,sporangia,3,3,.2 ml
412,L_VAOV1S_4T,L,leaf disc,VAOV,1,T,S,sporangia,4,4,.2 ml
413,L_VAOV1S_5T,L,leaf disc,VAOV,1,T,S,sporangia,5,5,.2 ml
414,L_VAOV1S_6T,L,leaf disc,VAOV,1,T,S,sporangia,6,6,.2 ml
415,L_VAOV1S_1W,L,leaf disc,VAOV,1,W,S,sporangia,7,1,.2 ml
416,L_VAOV1S_2W,L,leaf disc,VAOV,1,W,S,sporangia,8,2,.2 ml
417,L_VAOV1S_3W,L,leaf disc,VAOV,1,W,S,sporangia,9,3,.2 ml
418,L_VAOV1S_4W,L,leaf disc,VAOV,1,W,S,sporangia,10,4,.2 ml
419,L_VAOV1S_5W,L,leaf disc,VAOV,1,W,S,sporangia,11,5,.2 ml
420,L_VAOV1S_6W,L,leaf disc,VAOV,1,W,S,sporangia,12,6,.2 ml
421,L_VAOV2S_1T,L,leaf disc,VAOV,2,T,S,sporangia,1,1,.2 ml
422,L_VAOV2S_2T,L,leaf disc,VAOV,2,T,S,sporangia,2,2,.2 ml
423,L_VAOV2S_3T,L,leaf disc,VAOV,2,T,S,sporangia,3,3,.2 ml
424,L_VAOV2S_4T,L,leaf disc,VAOV,2,T,S,sporangia,4,4,.2 ml
425,L_VAOV2S_5T,L,leaf disc,VAOV,2,T,S,sporangia,5,5,.2 ml
426,L_VAOV2S_6T,L,leaf disc,VAOV,2,T,S,sporangia,6,6,.2 ml
427,L_VAOV2S_1W,L,leaf disc,VAOV,2,W,S,sporangia,7,1,.2 ml
428,L_VAOV2S_2W,L,leaf disc,VAOV,2,W,S,sporangia,8,2,.2 ml
429,L_VAOV2S_3W,L,leaf disc,VAOV,2,W,S,sporangia,9,3,.2 ml
430,L_VAOV2S_4W,L,leaf disc,VAOV,2,W,S,sporangia,10,4,.2 ml
431,L_VAOV2S_5W,L,leaf disc,VAOV,2,W,S,sporangia,11,5,.2 ml
432,L_VAOV2S_6W,L,leaf disc,VAOV,2,W,S,sporangia,12,6,.2 ml
433,L_VAOV3S_1T,L,leaf disc,VAOV,3,T,S,sporangia,1,1,.2 ml
434,L_VAOV3S_2T,L,leaf disc,VAOV,3,T,S,sporangia,2,2,.2 ml
435,L_VAOV3S_3T,L,leaf disc,VAOV,3,T,S,sporangia,3,3,.2 ml
436,L_VAOV3S_4T,L,leaf disc,VAOV,3,T,S,sporangia,4,4,.2 ml
437,L_VAOV3S_5T,L,leaf disc,VAOV,3,T,S,sporangia,5,5,.2 ml
438,L_VAOV3S_6T,L,leaf disc,VAOV,3,T,S,sporangia,6,6,.2 ml
439,L_VAOV3S_1W,L,leaf disc,VAOV,3,W,S,sporangia,7,1,.2 ml
440,L_VAOV3S_2W,L,leaf disc,VAOV,3,W,S,sporangia,8,2,.2 ml
441,L_VAOV3S_3W,L,leaf disc,VAOV,3,W,S,sporangia,9,3,.2 ml
442,L_VAOV3S_4W,L,leaf disc,VAOV,3,W,S,sporangia,10,4,.2 ml
443,L_VAOV3S_5W,L,leaf disc,VAOV,3,W,S,sporangia,11,5,.2 ml
444,L_VAOV3S_6W,L,leaf disc,VAOV,3,W,S,sporangia,12,6,.2 ml
445,D_SESE1S_1T,D,detached leaves,SESE,1,T,S,sporangia,1,1,.2 ml
446,D_SESE1S_2T,D,detached leaves,SESE,1,T,S,sporangia,3,2,.2 ml
447,D_SESE1S_3T,D,detached leaves,SESE,1,T,S,sporangia,5,3,.2 ml
448,D_SESE1S_4T,D,detached leaves,SESE,1,T,S,sporangia,7,4,.2 ml
449,D_SESE1S_5T,D,detached leaves,SESE,1,T,S,sporangia,9,5,.2 ml
450,D_SESE1S_6T,D,detached leaves,SESE,1,T,S,sporangia,11,6,.2 ml
451,D_SESE1S_1W,D,detached leaves,SESE,1,W,S,sporangia,13,1,.2 ml
452,D_SESE1S_2W,D,detached leaves,SESE,1,W,S,sporangia,15,2,.2 ml
453,D_SESE1S_3W,D,detached leaves,SESE,1,W,S,sporangia,17,3,.2 ml
454,D_SESE1S_4W,D,detached leaves,SESE,1,W,S,sporangia,19,4,.2 ml
455,D_SESE1S_5W,D,detached leaves,SESE,1,W,S,sporangia,21,5,.2 ml
456,D_SESE1S_6W,D,detached leaves,SESE,1,W,S,sporangia,23,6,.2 ml
457,D_SESE2S_1T,D,detached leaves,SESE,2,T,S,sporangia,1,1,.2 ml
458,D_SESE2S_2T,D,detached leaves,SESE,2,T,S,sporangia,3,2,.2 ml
459,D_SESE2S_3T,D,detached leaves,SESE,2,T,S,sporangia,5,3,.2 ml
460,D_SESE2S_4T,D,detached leaves,SESE,2,T,S,sporangia,7,4,.2 ml
461,D_SESE2S_5T,D,detached leaves,SESE,2,T,S,sporangia,9,5,.2 ml
462,D_SESE2S_6T,D,detached leaves,SESE,2,T,S,sporangia,11,6,.2 ml
463,D_SESE2S_1W,D,detached leaves,SESE,2,W,S,sporangia,13,1,.2 ml
464,D_SESE2S_2W,D,detached leaves,SESE,2,W,S,sporangia,15,2,.2 ml
465,D_SESE2S_3W,D,detached leaves,SESE,2,W,S,sporangia,17,3,.2 ml
466,D_SESE2S_4W,D,detached leaves,SESE,2,W,S,sporangia,19,4,.2 ml
467,D_SESE2S_5W,D,detached leaves,SESE,2,W,S,sporangia,21,5,.2 ml
468,D_SESE2S_6W,D,detached leaves,SESE,2,W,S,sporangia,23,6,.2 ml
469,D_SESE3S_1T,D,detached leaves,SESE,3,T,S,sporangia,1,1,.2 ml
470,D_SESE3S_2T,D,detached leaves,SESE,3,T,S,sporangia,3,2,.2 ml
471,D_SESE3S_3T,D,detached leaves,SESE,3,T,S,sporangia,5,3,.2 ml
472,D_SESE3S_4T,D,detached leaves,SESE,3,T,S,sporangia,7,4,.2 ml
473,D_SESE3S_5T,D,detached leaves,SESE,3,T,S,sporangia,9,5,.2 ml
474,D_SESE3S_6T,D,detached leaves,SESE,3,T,S,sporangia,11,6,.2 ml
475,D_SESE3S_1W,D,detached leaves,SESE,3,W,S,sporangia,13,1,.2 ml
476,D_SESE3S_2W,D,detached leaves,SESE,3,W,S,sporangia,15,2,.2 ml
477,D_SESE3S_3W,D,detached leaves,SESE,3,W,S,sporangia,17,3,.2 ml
478,D_SESE3S_4W,D,detached leaves,SESE,3,W,S,sporangia,19,4,.2 ml
479,D_SESE3S_5W,D,detached leaves,SESE,3,W,S,sporangia,21,5,.2 ml
480,D_SESE3S_6W,D,detached leaves,SESE,3,W,S,sporangia,23,6,.2 ml
481,D_PSME1S_1T,D,detached leaves,PSME,1,T,S,sporangia,1,1,.2 ml
482,D_PSME1S_2T,D,detached leaves,PSME,1,T,S,sporangia,3,2,.2 ml
483,D_PSME1S_3T,D,detached leaves,PSME,1,T,S,sporangia,5,3,.2 ml
484,D_PSME1S_4T,D,detached leaves,PSME,1,T,S,sporangia,7,4,.2 ml
485,D_PSME1S_5T,D,detached leaves,PSME,1,T,S,sporangia,9,5,.2 ml
486,D_PSME1S_6T,D,detached leaves,PSME,1,T,S,sporangia,11,6,.2 ml
487,D_PSME1S_1W,D,detached leaves,PSME,1,W,S,sporangia,13,1,.2 ml
488,D_PSME1S_2W,D,detached leaves,PSME,1,W,S,sporangia,15,2,.2 ml
489,D_PSME1S_3W,D,detached leaves,PSME,1,W,S,sporangia,17,3,.2 ml
490,D_PSME1S_4W,D,detached leaves,PSME,1,W,S,sporangia,19,4,.2 ml
491,D_PSME1S_5W,D,detached leaves,PSME,1,W,S,sporangia,21,5,.2 ml
492,D_PSME1S_6W,D,detached leaves,PSME,1,W,S,sporangia,23,6,.2 ml
493,D_PSME2S_1T,D,detached leaves,PSME,2,T,S,sporangia,1,1,.2 ml
494,D_PSME2S_2T,D,detached leaves,PSME,2,T,S,sporangia,3,2,.2 ml
495,D_PSME2S_3T,D,detached leaves,PSME,2,T,S,sporangia,5,3,.2 ml
496,D_PSME2S_4T,D,detached leaves,PSME,2,T,S,sporangia,7,4,.2 ml
497,D_PSME2S_5T,D,detached leaves,PSME,2,T,S,sporangia,9,5,.2 ml
498,D_PSME2S_6T,D,detached leaves,PSME,2,T,S,sporangia,11,6,.2 ml
499,D_PSME2S_1W,D,detached leaves,PSME,2,W,S,sporangia,13,1,.2 ml
500,D_PSME2S_2W,D,detached leaves,PSME,2,W,S,sporangia,15,2,.2 ml
501,D_PSME2S_3W,D,detached leaves,PSME,2,W,S,sporangia,17,3,.2 ml
502,D_PSME2S_4W,D,detached leaves,PSME,2,W,S,sporangia,19,4,.2 ml
503,D_PSME2S_5W,D,detached leaves,PSME,2,W,S,sporangia,21,5,.2 ml
504,D_PSME2S_6W,D,detached leaves,PSME,2,W,S,sporangia,23,6,.2 ml
505,D_PSME3S_1T,D,detached leaves,PSME,3,T,S,sporangia,1,1,.2 ml
506,D_PSME3S_2T,D,detached leaves,PSME,3,T,S,sporangia,3,2,.2 ml
507,D_PSME3S_3T,D,detached leaves,PSME,3,T,S,sporangia,5,3,.2 ml
508,D_PSME3S_4T,D,detached leaves,PSME,3,T,S,sporangia,7,4,.2 ml
509,D_PSME3S_5T,D,detached leaves,PSME,3,T,S,sporangia,9,5,.2 ml
510,D_PSME3S_6T,D,detached leaves,PSME,3,T,S,sporangia,11,6,.2 ml
511,D_PSME3S_1W,D,detached leaves,PSME,3,W,S,sporangia,13,1,.2 ml
512,D_PSME3S_2W,D,detached leaves,PSME,3,W,S,sporangia,15,2,.2 ml
513,D_PSME3S_3W,D,detached leaves,PSME,3,W,S,sporangia,17,3,.2 ml
514,D_PSME3S_4W,D,detached leaves,PSME,3,W,S,sporangia,19,4,.2 ml
515,D_PSME3S_5W,D,detached leaves,PSME,3,W,S,sporangia,21,5,.2 ml
516,D_PSME3S_6W,D,detached leaves,PSME,3,W,S,sporangia,23,6,.2 ml
517,D_PIPO1S_1T,D,detached leaves,PIPO,1,T,S,sporangia,1,1,.2 ml
518,D_PIPO1S_2T,D,detached leaves,PIPO,1,T,S,sporangia,3,2,.2 ml
519,D_PIPO1S_3T,D,detached leaves,PIPO,1,T,S,sporangia,5,3,.2 ml
520,D_PIPO1S_4T,D,detached leaves,PIPO,1,T,S,sporangia,7,4,.2 ml
521,D_PIPO1S_5T,D,detached leaves,PIPO,1,T,S,sporangia,9,5,.2 ml
522,D_PIPO1S_6T,D,detached leaves,PIPO,1,T,S,sporangia,11,6,.2 ml
523,D_PIPO1S_1W,D,detached leaves,PIPO,1,W,S,sporangia,13,1,.2 ml
524,D_PIPO1S_2W,D,detached leaves,PIPO,1,W,S,sporangia,15,2,.2 ml
525,D_PIPO1S_3W,D,detached leaves,PIPO,1,W,S,sporangia,17,3,.2 ml
526,D_PIPO1S_4W,D,detached leaves,PIPO,1,W,S,sporangia,19,4,.2 ml
527,D_PIPO1S_5W,D,detached leaves,PIPO,1,W,S,sporangia,21,5,.2 ml
528,D_PIPO1S_6W,D,detached leaves,PIPO,1,W,S,sporangia,23,6,.2 ml
529,D_PIPO2S_1T,D,detached leaves,PIPO,2,T,S,sporangia,1,1,.2 ml
530,D_PIPO2S_2T,D,detached leaves,PIPO,2,T,S,sporangia,3,2,.2 ml
531,D_PIPO2S_3T,D,detached leaves,PIPO,2,T,S,sporangia,5,3,.2 ml
532,D_PIPO2S_4T,D,detached leaves,PIPO,2,T,S,sporangia,7,4,.2 ml
533,D_PIPO2S_5T,D,detached leaves,PIPO,2,T,S,sporangia,9,5,.2 ml
534,D_PIPO2S_6T,D,detached leaves,PIPO,2,T,S,sporangia,11,6,.2 ml
535,D_PIPO2S_1W,D,detached leaves,PIPO,2,W,S,sporangia,13,1,.2 ml
536,D_PIPO2S_2W,D,detached leaves,PIPO,2,W,S,sporangia,15,2,.2 ml
537,D_PIPO2S_3W,D,detached leaves,PIPO,2,W,S,sporangia,17,3,.2 ml
538,D_PIPO2S_4W,D,detached leaves,PIPO,2,W,S,sporangia,19,4,.2 ml
539,D_PIPO2S_5W,D,detached leaves,PIPO,2,W,S,sporangia,21,5,.2 ml
540,D_PIPO2S_6W,D,detached leaves,PIPO,2,W,S,sporangia,23,6,.2 ml
541,D_PIPO3S_1T,D,detached leaves,PIPO,3,T,S,sporangia,1,1,.2 ml
542,D_PIPO3S_2T,D,detached leaves,PIPO,3,T,S,sporangia,3,2,.2 ml
543,D_PIPO3S_3T,D,detached leaves,PIPO,3,T,S,sporangia,5,3,.2 ml
544,D_PIPO3S_4T,D,detached leaves,PIPO,3,T,S,sporangia,7,4,.2 ml
545,D_PIPO3S_5T,D,detached leaves,PIPO,3,T,S,sporangia,9,5,.2 ml
546,D_PIPO3S_6T,D,detached leaves,PIPO,3,T,S,sporangia,11,6,.2 ml
547,D_PIPO3S_1W,D,detached leaves,PIPO,3,W,S,sporangia,13,1,.2 ml
548,D_PIPO3S_2W,D,detached leaves,PIPO,3,W,S,sporangia,15,2,.2 ml
549,D_PIPO3S_3W,D,detached leaves,PIPO,3,W,S,sporangia,17,3,.2 ml
550,D_PIPO3S_4W,D,detached leaves,PIPO,3,W,S,sporangia,19,4,.2 ml
551,D_PIPO3S_5W,D,detached leaves,PIPO,3,W,S,sporangia,21,5,.2 ml
552,D_PIPO3S_6W,D,detached leaves,PIPO,3,W,S,sporangia,23,6,.2 ml
553,D_UMCA1S_1T,D,detached leaves,UMCA,1,T,S,sporangia,7,1,1.5 ml
554,D_UMCA1S_2T,D,detached leaves,UMCA,1,T,S,sporangia,9,2,1.5 ml
555,D_UMCA1S_3T,D,detached leaves,UMCA,1,T,S,sporangia,11,3,1.5 ml
556,D_UMCA1S_4T,D,detached leaves,UMCA,1,T,S,sporangia,13,4,1.5 ml
557,D_UMCA1S_5T,D,detached leaves,UMCA,1,T,S,sporangia,15,5,1.5 ml
558,D_UMCA1S_6T,D,detached leaves,UMCA,1,T,S,sporangia,17,6,1.5 ml
559,D_UMCA1S_1W,D,detached leaves,UMCA,1,W,S,sporangia,19,1,1.5 ml
560,D_UMCA1S_2W,D,detached leaves,UMCA,1,W,S,sporangia,21,2,1.5 ml
561,D_UMCA1S_3W,D,detached leaves,UMCA,1,W,S,sporangia,23,3,1.5 ml
562,D_UMCA1S_4W,D,detached leaves,UMCA,1,W,S,sporangia,25,4,1.5 ml
563,D_UMCA1S_5W,D,detached leaves,UMCA,1,W,S,sporangia,27,5,1.5 ml
564,D_UMCA1S_6W,D,detached leaves,UMCA,1,W,S,sporangia,29,6,1.5 ml
565,D_LIDE1S_1T,D,detached leaves,LIDE,1,T,S,sporangia,7,1,1.5 ml
566,D_LIDE1S_2T,D,detached leaves,LIDE,1,T,S,sporangia,9,2,1.5 ml
567,D_LIDE1S_3T,D,detached leaves,LIDE,1,T,S,sporangia,11,3,1.5 ml
568,D_LIDE1S_4T,D,detached leaves,LIDE,1,T,S,sporangia,13,4,1.5 ml
569,D_LIDE1S_5T,D,detached leaves,LIDE,1,T,S,sporangia,15,5,1.5 ml
570,D_LIDE1S_6T,D,detached leaves,LIDE,1,T,S,sporangia,17,6,1.5 ml
571,D_LIDE1S_1W,D,detached leaves,LIDE,1,W,S,sporangia,19,1,1.5 ml
572,D_LIDE1S_2W,D,detached leaves,LIDE,1,W,S,sporangia,21,2,1.5 ml
573,D_LIDE1S_3W,D,detached leaves,LIDE,1,W,S,sporangia,23,3,1.5 ml
574,D_LIDE1S_4W,D,detached leaves,LIDE,1,W,S,sporangia,25,4,1.5 ml
575,D_LIDE1S_5W,D,detached leaves,LIDE,1,W,S,sporangia,27,5,1.5 ml
576,D_LIDE1S_6W,D,detached leaves,LIDE,1,W,S,sporangia,29,6,1.5 ml
577,L_ACMA1C_1T,L,leaf disc,ACMA,1,T,C,chlamydo,1,1,2 ml
578,L_ACMA1C_2T,L,leaf disc,ACMA,1,T,C,chlamydo,2,2,2 ml
579,L_ACMA1C_3T,L,leaf disc,ACMA,1,T,C,chlamydo,3,3,2 ml
580,L_ACMA1C_4T,L,leaf disc,ACMA,1,T,C,chlamydo,4,4,2 ml
581,L_ACMA1C_5T,L,leaf disc,ACMA,1,T,C,chlamydo,5,5,2 ml
582,L_ACMA1C_6T,L,leaf disc,ACMA,1,T,C,chlamydo,6,6,2 ml
583,L_ACMA1C_1W,L,leaf disc,ACMA,1,W,C,chlamydo,1,1,2 ml
584,L_ACMA1C_2W,L,leaf disc,ACMA,1,W,C,chlamydo,2,2,2 ml
585,L_ACMA1C_3W,L,leaf disc,ACMA,1,W,C,chlamydo,3,3,2 ml
586,L_ACMA1C_4W,L,leaf disc,ACMA,1,W,C,chlamydo,4,4,2 ml
