No,code,assay_code,assay type,species,ind,trt,spore_type,spore type,leaf,rep,tubes,notes,total leaf area,lesion area,chlamydo counts,,,date counted chlamydo,sporangia counts,,,,date counted sporangia
222,L_QUCH3S_6T,L,leaf disc,QUCH,3,T,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
223,L_QUCH3S_1W,L,leaf disc,QUCH,3,W,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
224,L_QUCH3S_2W,L,leaf disc,QUCH,3,W,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
225,L_QUCH3S_3W,L,leaf disc,QUCH,3,W,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
226,L_QUCH3S_4W,L,leaf disc,QUCH,3,W,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
227,L_QUCH3S_5W,L,leaf disc,QUCH,3,W,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
228,L_QUCH3S_6W,L,leaf disc,QUCH,3,W,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
229,L_QUKE1S_1T,L,leaf disc,QUKE,1,T,S,sporangia,1,1,.2 ml,,,,,,,,5,7,2,9,0
230,L_QUKE1S_2T,L,leaf disc,QUKE,1,T,S,sporangia,2,2,.2 ml,,,,,,,,2,2,2,NA,0
231,L_QUKE1S_3T,L,leaf disc,QUKE,1,T,S,sporangia,3,3,.2 ml,,,,,,,,6,6,11,10,0
232,L_QUKE1S_4T,L,leaf disc,QUKE,1,T,S,sporangia,4,4,.2 ml,,,,,,,,5,2,0,3,0
233,L_QUKE1S_5T,L,leaf disc,QUKE,1,T,S,sporangia,5,5,.2 ml,,,,,,,,1,2,1,1,0
234,L_QUKE1S_6T,L,leaf disc,QUKE,1,T,S,sporangia,6,6,.2 ml,,,,,,,,0,1,3,2,0
235,L_QUKE1S_1W,L,leaf disc,QUKE,1,W,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
236,L_QUKE1S_2W,L,leaf disc,QUKE,1,W,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
237,L_QUKE1S_3W,L,leaf disc,QUKE,1,W,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
238,L_QUKE1S_4W,L,leaf disc,QUKE,1,W,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
239,L_QUKE1S_5W,L,leaf disc,QUKE,1,W,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
240,L_QUKE1S_6W,L,leaf disc,QUKE,1,W,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
241,L_QUKE2S_1T,L,leaf disc,QUKE,2,T,S,sporangia,1,1,.2 ml,,,,,,,,3,5,14,6,0
242,L_QUKE2S_2T,L,leaf disc,QUKE,2,T,S,sporangia,2,2,.2 ml,,,,,,,,9,7,5,6,0
243,L_QUKE2S_3T,L,leaf disc,QUKE,2,T,S,sporangia,3,3,.2 ml,,,,,,,,0,2,1,2,0
244,L_QUKE2S_4T,L,leaf disc,QUKE,2,T,S,sporangia,4,4,.2 ml,,,,,,,,0,2,1,1,0
245,L_QUKE2S_5T,L,leaf disc,QUKE,2,T,S,sporangia,5,5,.2 ml,,,,,,,,4,3,2,2,0
246,L_QUKE2S_6T,L,leaf disc,QUKE,2,T,S,sporangia,6,6,.2 ml,,,,,,,,3,2,0,0,0
247,L_QUKE2S_1W,L,leaf disc,QUKE,2,W,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
248,L_QUKE2S_2W,L,leaf disc,QUKE,2,W,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
249,L_QUKE2S_3W,L,leaf disc,QUKE,2,W,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
250,L_QUKE2S_4W,L,leaf disc,QUKE,2,W,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
251,L_QUKE2S_5W,L,leaf disc,QUKE,2,W,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
252,L_QUKE2S_6W,L,leaf disc,QUKE,2,W,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
253,L_QUKE3S_1T,L,leaf disc,QUKE,3,T,S,sporangia,1,1,.2 ml,,,,,,,,23,41,27,46,0
254,L_QUKE3S_2T,L,leaf disc,QUKE,3,T,S,sporangia,2,2,.2 ml,,,,,,,,95,80,92,96,0
255,L_QUKE3S_3T,L,leaf disc,QUKE,3,T,S,sporangia,3,3,.2 ml,,,,,,,,56,46,68,38,0
256,L_QUKE3S_4T,L,leaf disc,QUKE,3,T,S,sporangia,4,4,.2 ml,,,,,,,,60,34,30,46,0
257,L_QUKE3S_5T,L,leaf disc,QUKE,3,T,S,sporangia,5,5,.2 ml,,,,,,,,6,0,2,8,0
258,L_QUKE3S_6T,L,leaf disc,QUKE,3,T,S,sporangia,6,6,.2 ml,,,,,,,,6,10,14,10,0
259,L_QUKE3S_1W,L,leaf disc,QUKE,3,W,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
260,L_QUKE3S_2W,L,leaf disc,QUKE,3,W,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
261,L_QUKE3S_3W,L,leaf disc,QUKE,3,W,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
262,L_QUKE3S_4W,L,leaf disc,QUKE,3,W,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
263,L_QUKE3S_5W,L,leaf disc,QUKE,3,W,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
264,L_QUKE3S_6W,L,leaf disc,QUKE,3,W,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
265,L_QUPA1S_1T,L,leaf disc,QUPA,1,T,S,sporangia,1,1,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
266,L_QUPA1S_2T,L,leaf disc,QUPA,1,T,S,sporangia,2,2,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
267,L_QUPA1S_3T,L,leaf disc,QUPA,1,T,S,sporangia,3,3,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
268,L_QUPA1S_4T,L,leaf disc,QUPA,1,T,S,sporangia,4,4,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
269,L_QUPA1S_5T,L,leaf disc,QUPA,1,T,S,sporangia,5,5,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
270,L_QUPA1S_6T,L,leaf disc,QUPA,1,T,S,sporangia,6,6,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
271,L_QUPA1S_1W,L,leaf disc,QUPA,1,W,S,sporangia,7,1,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
272,L_QUPA1S_2W,L,leaf disc,QUPA,1,W,S,sporangia,8,2,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
273,L_QUPA1S_3W,L,leaf disc,QUPA,1,W,S,sporangia,9,3,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
274,L_QUPA1S_4W,L,leaf disc,QUPA,1,W,S,sporangia,10,4,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
275,L_QUPA1S_5W,L,leaf disc,QUPA,1,W,S,sporangia,11,5,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
276,L_QUPA1S_6W,L,leaf disc,QUPA,1,W,S,sporangia,12,6,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
277,L_QUPA2S_1T,L,leaf disc,QUPA,2,T,S,sporangia,1,1,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
278,L_QUPA2S_2T,L,leaf disc,QUPA,2,T,S,sporangia,2,2,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
279,L_QUPA2S_3T,L,leaf disc,QUPA,2,T,S,sporangia,3,3,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
280,L_QUPA2S_4T,L,leaf disc,QUPA,2,T,S,sporangia,4,4,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
281,L_QUPA2S_5T,L,leaf disc,QUPA,2,T,S,sporangia,5,5,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
282,L_QUPA2S_6T,L,leaf disc,QUPA,2,T,S,sporangia,6,6,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
283,L_QUPA2S_1W,L,leaf disc,QUPA,2,W,S,sporangia,7,1,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
284,L_QUPA2S_2W,L,leaf disc,QUPA,2,W,S,sporangia,8,2,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
285,L_QUPA2S_3W,L,leaf disc,QUPA,2,W,S,sporangia,9,3,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
286,L_QUPA2S_4W,L,leaf disc,QUPA,2,W,S,sporangia,10,4,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
287,L_QUPA2S_5W,L,leaf disc,QUPA,2,W,S,sporangia,11,5,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
288,L_QUPA2S_6W,L,leaf disc,QUPA,2,W,S,sporangia,12,6,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
289,L_QUPA3S_1T,L,leaf disc,QUPA,3,T,S,sporangia,1,1,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
290,L_QUPA3S_2T,L,leaf disc,QUPA,3,T,S,sporangia,2,2,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
291,L_QUPA3S_3T,L,leaf disc,QUPA,3,T,S,sporangia,3,3,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
292,L_QUPA3S_4T,L,leaf disc,QUPA,3,T,S,sporangia,4,4,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
293,L_QUPA3S_5T,L,leaf disc,QUPA,3,T,S,sporangia,5,5,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
294,L_QUPA3S_6T,L,leaf disc,QUPA,3,T,S,sporangia,6,6,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
295,L_QUPA3S_1W,L,leaf disc,QUPA,3,W,S,sporangia,7,1,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
296,L_QUPA3S_2W,L,leaf disc,QUPA,3,W,S,sporangia,8,2,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
297,L_QUPA3S_3W,L,leaf disc,QUPA,3,W,S,sporangia,9,3,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
298,L_QUPA3S_4W,L,leaf disc,QUPA,3,W,S,sporangia,10,4,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
299,L_QUPA3S_5W,L,leaf disc,QUPA,3,W,S,sporangia,11,5,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
300,L_QUPA3S_6W,L,leaf disc,QUPA,3,W,S,sporangia,12,6,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
301,L_RHCA1S_1T,L,leaf disc,RHCA,1,T,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
302,L_RHCA1S_2T,L,leaf disc,RHCA,1,T,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
303,L_RHCA1S_3T,L,leaf disc,RHCA,1,T,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
304,L_RHCA1S_4T,L,leaf disc,RHCA,1,T,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
305,L_RHCA1S_5T,L,leaf disc,RHCA,1,T,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
306,L_RHCA1S_6T,L,leaf disc,RHCA,1,T,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
307,L_RHCA1S_1W,L,leaf disc,RHCA,1,W,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
308,L_RHCA1S_2W,L,leaf disc,RHCA,1,W,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
309,L_RHCA1S_3W,L,leaf disc,RHCA,1,W,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
310,L_RHCA1S_4W,L,leaf disc,RHCA,1,W,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
311,L_RHCA1S_5W,L,leaf disc,RHCA,1,W,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
312,L_RHCA1S_6W,L,leaf disc,RHCA,1,W,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
313,L_RHCA2S_1T,L,leaf disc,RHCA,2,T,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
314,L_RHCA2S_2T,L,leaf disc,RHCA,2,T,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
315,L_RHCA2S_3T,L,leaf disc,RHCA,2,T,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
316,L_RHCA2S_4T,L,leaf disc,RHCA,2,T,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
317,L_RHCA2S_5T,L,leaf disc,RHCA,2,T,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
318,L_RHCA2S_6T,L,leaf disc,RHCA,2,T,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
319,L_RHCA2S_1W,L,leaf disc,RHCA,2,W,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
320,L_RHCA2S_2W,L,leaf disc,RHCA,2,W,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
321,L_RHCA2S_3W,L,leaf disc,RHCA,2,W,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
322,L_RHCA2S_4W,L,leaf disc,RHCA,2,W,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
323,L_RHCA2S_5W,L,leaf disc,RHCA,2,W,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
324,L_RHCA2S_6W,L,leaf disc,RHCA,2,W,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
325,L_RHCA3S_1T,L,leaf disc,RHCA,3,T,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
326,L_RHCA3S_2T,L,leaf disc,RHCA,3,T,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
327,L_RHCA3S_3T,L,leaf disc,RHCA,3,T,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
328,L_RHCA3S_4T,L,leaf disc,RHCA,3,T,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
329,L_RHCA3S_5T,L,leaf disc,RHCA,3,T,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
330,L_RHCA3S_6T,L,leaf disc,RHCA,3,T,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
331,L_RHCA3S_1W,L,leaf disc,RHCA,3,W,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
332,L_RHCA3S_2W,L,leaf disc,RHCA,3,W,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
333,L_RHCA3S_3W,L,leaf disc,RHCA,3,W,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
334,L_RHCA3S_4W,L,leaf disc,RHCA,3,W,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
335,L_RHCA3S_5W,L,leaf disc,RHCA,3,W,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
336,L_RHCA3S_6W,L,leaf disc,RHCA,3,W,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
337,L_TODI1S_1T,L,leaf disc,TODI,1,T,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
338,L_TODI1S_2T,L,leaf disc,TODI,1,T,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
339,L_TODI1S_3T,L,leaf disc,TODI,1,T,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
340,L_TODI1S_4T,L,leaf disc,TODI,1,T,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
341,L_TODI1S_5T,L,leaf disc,TODI,1,T,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
342,L_TODI1S_6T,L,leaf disc,TODI,1,T,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
343,L_TODI1S_1W,L,leaf disc,TODI,1,W,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
344,L_TODI1S_2W,L,leaf disc,TODI,1,W,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
345,L_TODI1S_3W,L,leaf disc,TODI,1,W,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
346,L_TODI1S_4W,L,leaf disc,TODI,1,W,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
347,L_TODI1S_5W,L,leaf disc,TODI,1,W,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
348,L_TODI1S_6W,L,leaf disc,TODI,1,W,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
349,L_TODI2S_1T,L,leaf disc,TODI,2,T,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
350,L_TODI2S_2T,L,leaf disc,TODI,2,T,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
351,L_TODI2S_3T,L,leaf disc,TODI,2,T,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
352,L_TODI2S_4T,L,leaf disc,TODI,2,T,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
353,L_TODI2S_5T,L,leaf disc,TODI,2,T,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
354,L_TODI2S_6T,L,leaf disc,TODI,2,T,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
355,L_TODI2S_1W,L,leaf disc,TODI,2,W,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
356,L_TODI2S_2W,L,leaf disc,TODI,2,W,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
357,L_TODI2S_3W,L,leaf disc,TODI,2,W,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
358,L_TODI2S_4W,L,leaf disc,TODI,2,W,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
359,L_TODI2S_5W,L,leaf disc,TODI,2,W,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
360,L_TODI2S_6W,L,leaf disc,TODI,2,W,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
361,L_TODI3S_1T,L,leaf disc,TODI,3,T,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
362,L_TODI3S_2T,L,leaf disc,TODI,3,T,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
363,L_TODI3S_3T,L,leaf disc,TODI,3,T,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
364,L_TODI3S_4T,L,leaf disc,TODI,3,T,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
365,L_TODI3S_5T,L,leaf disc,TODI,3,T,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
366,L_TODI3S_6T,L,leaf disc,TODI,3,T,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
367,L_TODI3S_1W,L,leaf disc,TODI,3,W,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
368,L_TODI3S_2W,L,leaf disc,TODI,3,W,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
369,L_TODI3S_3W,L,leaf disc,TODI,3,W,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
370,L_TODI3S_4W,L,leaf disc,TODI,3,W,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
371,L_TODI3S_5W,L,leaf disc,TODI,3,W,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
372,L_TODI3S_6W,L,leaf disc,TODI,3,W,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
373,L_UMCA1S_1T,L,leaf disc,UMCA,1,T,S,sporangia,1,1,.2 ml,,,,,,,,0,1,1,0,0
374,L_UMCA1S_2T,L,leaf disc,UMCA,1,T,S,sporangia,2,2,.2 ml,,,,,,,,2,0,0,0,0
375,L_UMCA1S_3T,L,leaf disc,UMCA,1,T,S,sporangia,3,3,.2 ml,,,,,,,,1,1,2,1,0
376,L_UMCA1S_4T,L,leaf disc,UMCA,1,T,S,sporangia,4,4,.2 ml,,,,,,,,7,7,16,7,0
377,L_UMCA1S_5T,L,leaf disc,UMCA,1,T,S,sporangia,5,5,.2 ml,,,,,,,,13,8,12,8,0
378,L_UMCA1S_6T,L,leaf disc,UMCA,1,T,S,sporangia,6,6,.2 ml,,,,,,,,5,6,6,6,0
379,L_UMCA1S_1W,L,leaf disc,UMCA,1,W,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
380,L_UMCA1S_2W,L,leaf disc,UMCA,1,W,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
381,L_UMCA1S_3W,L,leaf disc,UMCA,1,W,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
382,L_UMCA1S_4W,L,leaf disc,UMCA,1,W,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
383,L_UMCA1S_5W,L,leaf disc,UMCA,1,W,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
384,L_UMCA1S_6W,L,leaf disc,UMCA,1,W,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
385,L_UMCA2S_1T,L,leaf disc,UMCA,2,T,S,sporangia,1,1,.2 ml,,,,,,,,19,67,32,34,0
386,L_UMCA2S_2T,L,leaf disc,UMCA,2,T,S,sporangia,2,2,.2 ml,,,,,,,,21,18,21,14,0
387,L_UMCA2S_3T,L,leaf disc,UMCA,2,T,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
388,L_UMCA2S_4T,L,leaf disc,UMCA,2,T,S,sporangia,4,4,.2 ml,,,,,,,,17,21,22,14,0
389,L_UMCA2S_5T,L,leaf disc,UMCA,2,T,S,sporangia,5,5,.2 ml,,,,,,,,27,11,2,6,0
390,L_UMCA2S_6T,L,leaf disc,UMCA,2,T,S,sporangia,6,6,.2 ml,,,,,,,,10,5,5,7,0
391,L_UMCA2S_1W,L,leaf disc,UMCA,2,W,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
392,L_UMCA2S_2W,L,leaf disc,UMCA,2,W,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
393,L_UMCA2S_3W,L,leaf disc,UMCA,2,W,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
394,L_UMCA2S_4W,L,leaf disc,UMCA,2,W,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
395,L_UMCA2S_5W,L,leaf disc,UMCA,2,W,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
396,L_UMCA2S_6W,L,leaf disc,UMCA,2,W,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
397,L_UMCA3S_1T,L,leaf disc,UMCA,3,T,S,sporangia,1,1,.2 ml,,,,,,,,1,3,1,2,0
398,L_UMCA3S_2T,L,leaf disc,UMCA,3,T,S,sporangia,2,2,.2 ml,,,,,,,,3,2,1,2,0
399,L_UMCA3S_3T,L,leaf disc,UMCA,3,T,S,sporangia,3,3,.2 ml,,,,,,,,30,56.66666667,71.66666667,58.33333333,0
400,L_UMCA3S_4T,L,leaf disc,UMCA,3,T,S,sporangia,4,4,.2 ml,,,,,,,,7,2,5,4,0
401,L_UMCA3S_5T,L,leaf disc,UMCA,3,T,S,sporangia,5,5,.2 ml,,,,,,,,8,13,13,11,0
402,L_UMCA3S_6T,L,leaf disc,UMCA,3,T,S,sporangia,6,6,.2 ml,,,,,,,,14,15,14,7,0
403,L_UMCA3S_1W,L,leaf disc,UMCA,3,W,S,sporangia,1,1,.2 ml,,,,,,,,,,,,0
404,L_UMCA3S_2W,L,leaf disc,UMCA,3,W,S,sporangia,2,2,.2 ml,,,,,,,,,,,,0
405,L_UMCA3S_3W,L,leaf disc,UMCA,3,W,S,sporangia,3,3,.2 ml,,,,,,,,,,,,0
406,L_UMCA3S_4W,L,leaf disc,UMCA,3,W,S,sporangia,4,4,.2 ml,,,,,,,,,,,,0
407,L_UMCA3S_5W,L,leaf disc,UMCA,3,W,S,sporangia,5,5,.2 ml,,,,,,,,,,,,0
408,L_UMCA3S_6W,L,leaf disc,UMCA,3,W,S,sporangia,6,6,.2 ml,,,,,,,,,,,,0
409,L_VAOV1S_1T,L,leaf disc,VAOV,1,T,S,sporangia,1,1,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
410,L_VAOV1S_2T,L,leaf disc,VAOV,1,T,S,sporangia,2,2,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
411,L_VAOV1S_3T,L,leaf disc,VAOV,1,T,S,sporangia,3,3,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
412,L_VAOV1S_4T,L,leaf disc,VAOV,1,T,S,sporangia,4,4,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
413,L_VAOV1S_5T,L,leaf disc,VAOV,1,T,S,sporangia,5,5,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
414,L_VAOV1S_6T,L,leaf disc,VAOV,1,T,S,sporangia,6,6,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
415,L_VAOV1S_1W,L,leaf disc,VAOV,1,W,S,sporangia,7,1,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
416,L_VAOV1S_2W,L,leaf disc,VAOV,1,W,S,sporangia,8,2,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
417,L_VAOV1S_3W,L,leaf disc,VAOV,1,W,S,sporangia,9,3,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
418,L_VAOV1S_4W,L,leaf disc,VAOV,1,W,S,sporangia,10,4,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
419,L_VAOV1S_5W,L,leaf disc,VAOV,1,W,S,sporangia,11,5,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
420,L_VAOV1S_6W,L,leaf disc,VAOV,1,W,S,sporangia,12,6,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
421,L_VAOV2S_1T,L,leaf disc,VAOV,2,T,S,sporangia,1,1,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
422,L_VAOV2S_2T,L,leaf disc,VAOV,2,T,S,sporangia,2,2,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
423,L_VAOV2S_3T,L,leaf disc,VAOV,2,T,S,sporangia,3,3,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
424,L_VAOV2S_4T,L,leaf disc,VAOV,2,T,S,sporangia,4,4,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
425,L_VAOV2S_5T,L,leaf disc,VAOV,2,T,S,sporangia,5,5,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
426,L_VAOV2S_6T,L,leaf disc,VAOV,2,T,S,sporangia,6,6,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
427,L_VAOV2S_1W,L,leaf disc,VAOV,2,W,S,sporangia,7,1,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
428,L_VAOV2S_2W,L,leaf disc,VAOV,2,W,S,sporangia,8,2,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
